Word,Count,perMillion,usage,spread,StatusRef
sister,16,111.0,0.0,0.0,1
pot,16,111.0,4.0,203135.70421092073,1
situation,16,111.0,1.0,42087.8839172174,1
fine,16,111.0,0.0,0.0,1
watching,16,111.0,1.0,45266.22847535824,1
searching,16,111.0,5.0,235197.31564156938,1
begged,16,111.0,0.0,0.0,2
basket,16,111.0,12.0,576656.4147672339,1
recovered,16,111.0,10.0,463739.38586954924,1
sooner,16,111.0,4.0,118728.86252185411,1
locked,16,111.0,0.0,0.0,2
knocked,16,111.0,0.0,0.0,2
places,16,111.0,0.0,0.0,1
destroyed,16,111.0,3.0,140725.45569672176,1
endless,16,111.0,12.0,489227.14449077746,1
plague,16,111.0,15.0,679413.8035001662,1
saints,16,111.0,4.0,145509.66637283357,1
kill,15,104.0,0.0,0.0,1
either,15,104.0,1.0,39903.29563701773,1
difficult,15,104.0,1.0,42218.85709152115,1
awakened,15,104.0,48.0,2149470.081902687,1
hard,15,104.0,0.0,0.0,1
repeated,15,104.0,24.0,884352.0033248556,1
dare,15,104.0,1.0,33454.959456103425,1
caught,15,104.0,1.0,46596.53469007979,1
surprise,15,104.0,1.0,36653.340613425804,1
call,15,104.0,0.0,0.0,1
change,15,104.0,0.0,0.0,1
brothers,15,104.0,0.0,0.0,1
shoulders,15,104.0,5.0,176217.05533841738,1
suffered,15,104.0,0.0,0.0,2
possible,15,104.0,1.0,47299.02164476958,1
boxes,15,104.0,1.0,56849.06422582856,1
grave,15,104.0,4.0,137428.6138373561,1
doubt,15,104.0,2.0,89120.93866993056,1
youth,15,104.0,4.0,139210.80750163452,1
appear,15,104.0,4.0,165568.4529776416,1
affection,15,104.0,9.0,357651.25515731104,1
necessary,15,104.0,2.0,78579.98962537352,1
discover,15,104.0,6.0,308463.568302922,1
excitement,15,104.0,12.0,513102.42930894694,1
changes,15,104.0,0.0,0.0,1
stone,15,104.0,2.0,95064.9235942519,1
killed,15,104.0,0.0,0.0,2
carrying,15,104.0,4.0,153083.87364890001,1
accustomed,15,104.0,34.0,907377.3812132467,1
madness,15,104.0,7.0,344930.1413768687,1
arm,15,104.0,2.0,89094.31726456012,1
meant,15,104.0,1.0,38877.847461112404,1
hers,15,104.0,8.0,231694.87597597798,1
fortune,15,104.0,3.0,94892.62909821514,1
refused,15,104.0,6.0,217571.3152466828,1
marked,15,104.0,11.0,404753.4806386063,1
visited,15,104.0,0.0,0.0,2
shape,15,104.0,3.0,131734.02149081632,1
mud,15,104.0,8.0,379764.3779803221,1
crossing,15,104.0,9.0,444262.44475454564,1
invited,15,104.0,3.0,101976.6560711673,1
signs,15,104.0,1.0,36827.51403670644,1
mail,15,104.0,3.0,158390.4377570998,1
sweat,15,104.0,6.0,210616.41920365902,1
saint,15,104.0,4.0,129091.19691900356,1
peaceful,15,104.0,7.0,313366.7501858911,1
instruments,15,104.0,14.0,611919.0188456858,1
oldest,15,104.0,12.0,587299.4933340229,1
custom,15,104.0,15.0,582390.0326364504,1
burned,15,104.0,4.0,158382.77717190626,1
led,14,97.0,4.0,185512.14338263028,1
may,14,97.0,0.0,0.0,1
hunger,14,97.0,8.0,378574.5700915475,1
drawn,14,97.0,9.0,241303.72103619142,1
rejected,14,97.0,11.0,327978.2386774487,1
patience,14,97.0,6.0,274711.2436658128,1
exactly,14,97.0,0.0,0.0,1
sky,14,97.0,1.0,43910.0618633208,1
lasted,14,97.0,0.0,0.0,2
perhaps,14,97.0,1.0,36195.529230103166,1
story,14,97.0,0.0,0.0,1
upon,14,97.0,2.0,76320.233309507,1
terrible,14,97.0,1.0,43439.32943748122,1
worked,14,97.0,1.0,40806.486095895416,1
trouble,14,97.0,1.0,40140.97843227043,1
noon,14,97.0,6.0,296630.63475461036,1
steps,14,97.0,4.0,181860.65739787376,1
reach,14,97.0,1.0,38948.8771788675,1
weapons,14,97.0,2.0,52101.97199047943,1
present,14,97.0,1.0,36056.64443926778,1
carry,14,97.0,1.0,40783.001924552125,1
talking,14,97.0,0.0,0.0,1
towns,14,97.0,1.0,37843.27007017755,1
twice,14,97.0,2.0,70218.07506508673,1
false,14,97.0,4.0,191765.37898927715,1
send,14,97.0,1.0,30740.83827601466,1
road,14,97.0,1.0,37510.42031515749,1
friendship,14,97.0,4.0,197618.10194368375,1
moved,14,97.0,1.0,47681.183046677535,1
ears,14,97.0,3.0,130236.53366072648,1
occurred,14,97.0,8.0,335068.0319858955,1
early,14,97.0,1.0,38810.417562616036,1
misery,14,97.0,9.0,248058.23015073795,1
civil,14,97.0,6.0,227367.7821921765,1
